qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
PK157	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	98.603	1002	6	8	1	994	18	1019	0	1766
PK33	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	98.607	1005	4	10	15	1009	27	1031	0	1770
PK209	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.206	1007	3	5	1	1003	37	1042	0	1810
PK54	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	96.286	1104	7	34	13	1084	1	1102	0	1781
PK258	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	95.992	1048	32	10	1	1038	16	1063	0	1694
PK115	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans	98.024	1012	18	2	1	1011	48	1058	0	1757
PK140	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	98.501	1001	2	13	6	993	46	1046	0	1753
PK182	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	96.747	1076	6	29	4	1050	42	1117	0	1766
PK137	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.582	958	2	2	5	960	47	1004	0	1746
PK135	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__	97.621	1009	16	8	7	1009	42	1048	0	1724
PK146	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	90.35	829	70	9	16	838	3	827	0	1079
PK106	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.802	1002	3	9	13	1005	56	1057	0	1775
PK26	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	99.282	1114	5	3	1	1111	11	1124	0	2010
PK73	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	99.728	1103	0	3	1	1100	40	1142	0	2017
PK72	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.21	1139	4	5	1	1135	40	1177	0	2049
PK13	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__dispersa	99.215	1146	4	5	1	1142	12	1156	0	2061
PK47	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__freundii	98.729	1023	5	8	1	1015	31	1053	0	1810
PK207	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.153	1062	5	2	1	1060	19	1078	0	1908
PK217	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.617	1012	8	6	1	1006	1	1012	0	1786
PK156	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__nitroguajacolicus	98.813	1011	7	5	1	1006	31	1041	0	1796
PK37	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.629	1021	7	7	1	1014	33	1053	0	1801
PK144	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.03	1015	10	7	1	1007	19	1031	0	1755
PK90	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	99.325	1037	4	3	1	1034	31	1067	0	1873
PK155	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	99.509	1018	2	3	1	1015	31	1048	0	1849
PK177	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	99.507	1014	2	3	1	1011	31	1044	0	1842
PK191	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	99.395	992	6	0	20	1011	1	992	0	1799
PK148	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	98.476	984	12	3	1	981	33	1016	0	1731
PK51	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__nitroguajacolicus	99.013	1013	5	5	1	1008	31	1043	0	1810
PK172	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__	97.34	1015	18	9	2	1009	20	1032	0	1718
PK228	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	99.042	1044	7	3	1	1041	11	1054	0	1869
PK245	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.434	1022	9	7	1	1017	33	1052	0	1792
PK122	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__oryzae	98.918	1017	4	7	1	1013	30	1043	0	1810
PK163	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pseudacidovorax; s__intermedius	98.471	981	3	12	2	970	14	994	0	1718
PK197	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	96.405	1057	23	15	2	1048	15	1066	0	1727
PK221	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	98.843	1037	4	8	7	1035	37	1073	0	1842
PK215	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	99.099	999	1	8	5	995	23	1021	0	1788
PK199	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	98.697	998	9	4	2	995	31	1028	0	1768
PK181	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	99.393	989	4	2	14	1000	27	1015	0	1792
PK211	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__aerogenes	98.305	1003	9	8	2	996	34	1036	0	1751
PK185	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.522	1015	6	9	2	1007	39	1053	0	1783
PK126	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	98.274	985	14	3	2	983	33	1017	0	1722
PK241	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.554	968	3	11	2	958	40	1007	0	1700
PK223	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__	99.14	1047	6	3	2	1045	18	1064	0	1881
PK86	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	98.918	1017	5	6	2	1012	20	1036	0	1812
PK147	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__globiformis	99.112	1014	5	4	2	1011	40	1053	0	1820
PK195	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	99.606	1014	1	3	2	1012	31	1044	0	1847
PK171	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__	99.619	1050	1	3	2	1048	18	1067	0	1914
PK240	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__nitroguajacolicus	97.98	1089	7	15	2	1075	31	1119	0	1875
PK12	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	99.116	1018	5	4	2	1015	2	1019	0	1827
PK136	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__globiformis	99.302	1003	4	3	8	1007	40	1042	0	1810
PK34	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	97.904	1002	2	19	12	994	53	1054	0	1716
PK173	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	98.751	1041	5	8	2	1034	40	1080	0	1844
PK130	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	99.2	1000	5	3	2	998	43	1042	0	1799
PK30	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans	97.98	990	16	4	12	997	46	1035	0	1714
PK09	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	95.801	905	31	7	3	901	18	921	0	1454
PK110	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.199	999	3	5	3	996	33	1031	0	1796
PK242	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__nitroguajacolicus	98.81	1008	6	6	3	1004	34	1041	0	1790
PK193	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	99.604	1011	2	2	3	1011	34	1044	0	1844
PK68	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.091	419	2	6	3	416	14	431	0	725
PK231	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	99.501	1003	3	2	14	1015	26	1027	0	1823
PK28	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__ludwigii	99.303	1005	6	1	14	1017	56	1060	0	1816
PK24	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.408	1014	5	1	14	1026	49	1062	0	1838
PK253	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	96.946	1015	28	3	2	1013	10	1024	0	1700
PK205	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__chlorophenolicus	98.516	1011	6	9	2	1003	31	1041	0	1775
PK124	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Kitasatospora; s__	98.379	987	7	9	6	983	1	987	0	1725
PK210	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.111	1012	6	3	1	1009	33	1044	0	1816
PK161	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__pascens	97.965	1081	13	9	3	1074	34	1114	0	1866
PK178	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.527	1086	7	9	3	1079	34	1119	0	1908
PK238	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.198	997	3	5	2	996	36	1029	0	1792
PK29	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__flexus	99.231	1040	5	3	2	1038	43	1082	0	1873
PK49	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	99.559	1135	2	3	6	1138	35	1168	0	2065
PK50	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	99.214	1018	3	5	8	1020	34	1051	0	1831
PK45	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.106	1056	12	8	14	1061	49	1104	0	1832
PK123	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana	96.29	1105	9	32	15	1087	49	1153	0	1784
PK32	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__ludwigii	97.57	1070	10	16	4	1057	41	1110	0	1818
PK61	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.559	1134	2	3	4	1134	43	1176	0	2063
PK196	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans	96.79	997	20	12	12	996	47	1043	0	1653
PK218	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	96.555	1103	8	30	9	1081	12	1114	0	1799
PK116	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	99.201	1001	3	5	7	1003	25	1024	0	1799
PK44	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.13	1035	5	4	2	1032	39	1073	0	1858
PK225	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	96.442	1096	23	16	2	1081	32	1127	0	1794
PK166	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	98.256	975	14	3	18	989	46	1020	0	1703
PK53	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pseudacidovorax; s__intermedius	98.891	992	8	3	3	991	19	1010	0	1768
PK183	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	97.927	1013	6	15	3	1000	42	1054	0	1740
PK208	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	96.452	1071	13	24	16	1061	56	1126	0	1744
PK82	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__oryzae	98.99	990	2	8	5	988	35	1022	0	1766
PK59	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	99.407	1011	5	1	15	1024	56	1066	0	1832
PK85	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__vesicularis	98.456	1101	9	8	5	1097	37	1137	0	1932
PK168	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	98.524	1016	6	9	2	1008	12	1027	0	1786
PK256	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	99.014	1014	4	6	2	1011	12	1023	0	1812
PK169	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Filimonas; s__lacunae	95.584	1019	37	8	2	1013	32	1049	0	1626
PK259	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	98.522	1015	2	13	5	1006	14	1028	0	1779
PK41	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__aerogenes	98.704	1003	5	8	13	1007	50	1052	0	1773
PK63	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	96.942	1079	8	25	1	1054	39	1117	0	1786
PK15	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	98.229	1073	7	12	1	1061	39	1111	0	1866
PK213	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	99.014	1014	5	5	1	1009	19	1032	0	1812
PK206	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__oxydans	99.077	1084	7	3	1	1081	31	1114	0	1943
PK55	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__nitroguajacolicus	99.082	1089	6	4	1	1085	30	1118	0	1953
PK152	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	98.618	1013	9	5	1	1008	30	1042	0	1788
PK229	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	98.727	1021	7	6	1	1016	32	1051	0	1808
PK175	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum	98.619	1014	9	5	1	1010	30	1042	0	1790
PK257	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	98.034	1068	14	7	6	1066	32	1099	0	1849
PK22	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__	99.011	1011	4	6	3	1008	33	1042	0	1807
PK06	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	98.901	1001	4	7	7	1000	38	1038	0	1781
PK93	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	97.311	1153	6	25	3	1130	18	1170	0	1934
PK246	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__	98.348	1029	6	11	6	1023	20	1048	0	1796
PK74	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__	97.222	1044	6	23	2	1041	39	1063	0	1746
